priority,name,lifeDates,artworkCount,slug,status,note
"708","Hosman","","1","hosman","necesita imagen",""
"709","Hugo Alíes","1945-2019","1","hugo-alies","necesita imagen",""
"710","Hugo Lago Peña","1939-","1","hugo-lago-pena","necesita imagen",""
"711","Ignacio Iturria","1949-","1","ignacio-iturria","necesita imagen",""
"712","Ignacio Márquez","1959-","1","ignacio-marquez","necesita imagen",""
"713","Iris &quot;Nené&quot; Caorci","1915-2003","1","iris-quot-nene-quot-caorci","necesita imagen",""
"714","Irma Palacios","1943-","1","irma-palacios","necesita imagen",""
"715","Isidoro Farina","1857-1898","1","isidoro-farina","necesita imagen",""
"716","Israel Hoffman","1876-1971","1","israel-hoffman","necesita imagen",""
"717","Jacob Abraham Camille Pissarro","1830-1903","1","jacob-abraham-camille-pissarro","necesita imagen",""
"718","Jacob Steindhart","1887-1968","1","jacob-steindhart","necesita imagen",""
"719","Jacques Martin Ferrières","1893-1972","1","jacques-martin-ferrieres","necesita imagen",""
"720","James McNeill Whistler","1834-1903","1","james-mcneill-whistler","necesita imagen",""
"721","Jan Peeter Van Bredael","1683-1735","1","jan-peeter-van-bredael","necesita imagen",""
"722","Jan Van Goyen","1596-1656","1","jan-van-goyen","necesita imagen",""
"723","Javier Fernández","1951-","1","javier-fernandez","necesita imagen",""
"724","Javier Marín","1962-","1","javier-marin","necesita imagen",""
"725","Javier Velázquez","1938-","1","javier-velazquez","necesita imagen",""
"726","Jean Baptiste Carpeaux","1827-1875","1","jean-baptiste-carpeaux","necesita imagen",""
"727","Jean Baptiste Debret","1768-1848","1","jean-baptiste-debret","necesita imagen",""
"728","Jean E. Bersier","1895-1978","1","jean-e-bersier","necesita imagen",""
"729","Jean E. Labourer","1827-1943","1","jean-e-labourer","necesita imagen",""
"730","Jean Lurcat","1892-1966","1","jean-lurcat","necesita imagen",""
"731","Jean Van Heel","1898-1990","1","jean-van-heel","necesita imagen",""
"732","Joan Semmel","1932-","1","joan-semmel","necesita imagen",""
"733","Joel Rendón","1967-","1","joel-rendon","necesita imagen",""
"734","Johnny Friedlander","1912-1992","1","johnny-friedlander","necesita imagen",""
"735","Jorge Calasso","1931-1970","1","jorge-calasso","necesita imagen",""
"736","Jorge de la Vega","1930-1971","1","jorge-de-la-vega","necesita imagen",""
"737","José (de Calasanz) Ferro (Álvarez)","1903-","1","jose-de-calasanz-ferro-alvarez","necesita imagen",""
"738","José Alberto Saint Romain","1909-1976","1","jose-alberto-saint-romain","necesita imagen",""
"739","José Alessandria","1821-1858","1","jose-alessandria","necesita imagen",""
"740","José Antonio Castillo","1958-","1","jose-antonio-castillo","necesita imagen",""
"741","José Benlliure","1855-1937","1","jose-benlliure","necesita imagen",""
"742","José Domingo Barbieri","1890-1943","1","jose-domingo-barbieri","necesita imagen",""
"743","José Fiúza Guimarães","1868-1949","1","jose-fiuza-guimaraes","necesita imagen",""
"744","José Gervasio Padilla","1919-","1","jose-gervasio-padilla","necesita imagen",""
"745","José Gómez Rifas","1944-","1","jose-gomez-rifas","necesita imagen",""
"746","José L. Graña Altez","1956-","1","jose-l-grana-altez","necesita imagen",""
"747","José L. Montes Lenguas","1929-2001","1","jose-l-montes-lenguas","necesita imagen",""
"748","José Lazcarro Toquero","1941-","1","jose-lazcarro-toquero","necesita imagen",""
"749","José Luis 'Tola' Invernizzi","1949-","1","jose-luis-tola-invernizzi","necesita imagen",""
"750","Jose Ma. Rodriguez Lozada","1826-1896","1","jose-ma-rodriguez-lozada","necesita imagen",""
"751","José Martín Sulaiman","1958-","1","jose-martin-sulaiman","necesita imagen",""
"752","José Pagés Ortiz","","1","jose-pages-ortiz","necesita imagen",""
"753","José Palmeiro","1903-","1","jose-palmeiro","necesita imagen",""
"754","José Rossi","","1","jose-rossi","necesita imagen",""
"755","José Sacheri","1863-1950","1","jose-sacheri","necesita imagen",""
"756","José Trujillo","1960-2019","1","jose-trujillo","necesita imagen",""
"757","José Villegas Cordero","","1","jose-villegas-cordero","necesita imagen",""
"758","Josep Casanovas Clerch","1858-1920","1","josep-casanovas-clerch","necesita imagen",""
"759","Joseph Victor Communal","1876-1962","1","joseph-victor-communal","necesita imagen",""
"760","Joy Laville","1923-2018","1","joy-laville","necesita imagen",""
"761","Juan A. Urruzola","1953-","1","juan-a-urruzola","necesita imagen",""
"762","Juan Alcázar","1955-2013","1","juan-alcazar","necesita imagen",""
"763","Juan Álvarez Muñoz","1883-1956","1","juan-alvarez-munoz","necesita imagen",""
"764","Juan Burgos","1963-","1","juan-burgos","necesita imagen",""
"765","Juan Carlos Ciccolo","1908-1984","1","juan-carlos-ciccolo","necesita imagen",""
"766","Juan Carlos Ferreira Santos","1942-2006","1","juan-carlos-ferreira-santos","necesita imagen",""
"767","Juan Carlos Iglesias","1945-","1","juan-carlos-iglesias","necesita imagen",""
"768","Juan de Andrés","1941-","1","juan-de-andres","necesita imagen",""
"769","Juan Gris","1887-1927","1","juan-gris","necesita imagen",""
"770","Juan Jongkind","1819-1891","1","juan-jongkind","necesita imagen",""
"771","Juan Pedro Ochoa","1928-","1","juan-pedro-ochoa","necesita imagen",""
"772","Julien Tavernier","","1","julien-tavernier","necesita imagen",""
"773","Julio Arístides Sartorio","1860-1932","1","julio-aristides-sartorio","necesita imagen",""
"774","Julio César Michielli","1939-1987","1","julio-cesar-michielli","necesita imagen",""
"775","Julio Freire","1856-1892","1","julio-freire","necesita imagen",""
"776","Julio Romano Vercelli","1879-","1","julio-romano-vercelli","necesita imagen",""
"777","Justina Fuentes","1954-","1","justina-fuentes","necesita imagen",""
"778","Kálmán Bardon","1892-","1","kalman-bardon","necesita imagen",""
"779","L. Galletti","","1","l-galletti","necesita imagen",""
"780","L. Tunguis","","1","l-tunguis","necesita imagen",""
"781","Lacy Duarte","1937-2015","1","lacy-duarte","necesita imagen",""
"782","Léon Danchin","1887-1938","1","leon-danchin","necesita imagen",""
"783","León Navez","1900-1967","1","leon-navez","necesita imagen",""
"784","Leonardo Bazzaro","1853-1937","1","leonardo-bazzaro","necesita imagen",""
"785","Leonora Carrington","1917-2011","1","leonora-carrington","necesita imagen",""
"786","Lhiedgel","","1","lhiedgel","necesita imagen",""
"787","Lía Mainero","1902-1964","1","lia-mainero","necesita imagen",""
"788","Lionello Balestrieri","1872-1958","1","lionello-balestrieri","necesita imagen",""
"789","Livio Abramo","1903-1992","1","livio-abramo","necesita imagen",""
"790","Lola Lecour","1906-1985","1","lola-lecour","necesita imagen",""
"791","Lorena Montes","1980-","1","lorena-montes","necesita imagen",""
"792","Louis Bentabole","1820-1880","1","louis-bentabole","necesita imagen",""
"793","Louis Isidore Journot","1867-1935","1","louis-isidore-journot","necesita imagen",""
"794","Lucas Vorsterman","1595-1675","1","lucas-vorsterman","necesita imagen",""
"795","Lucía Frank","1898-","1","lucia-frank","necesita imagen",""
"796","Ludovico Carracci [Atribuido a]","1555-1619","1","ludovico-carracci-atribuido-a","necesita imagen",""
"797","Ludovico Cavaleri","1867-1942","1","ludovico-cavaleri","necesita imagen",""
"798","Luis Acosta García","1943-","1","luis-acosta-garcia","necesita imagen",""
"799","Luis Caminetti","1930-","1","luis-caminetti","necesita imagen",""
"800","Luis E. Deschamps","1846-1902","1","luis-e-deschamps","necesita imagen",""
"801","Luis Felipe Noé","1933-","1","luis-felipe-noe","necesita imagen",""
"802","Luis López Loza","1939-","1","luis-lopez-loza","necesita imagen",""
"803","Luis Mora","","1","luis-mora","necesita imagen",""
"804","Luis Ricaurte","1964-","1","luis-ricaurte","necesita imagen",""
"805","Luis Ricobaldi","1908-2005","1","luis-ricobaldi","necesita imagen",""
"806","Luis Seoane","1910-1979","1","luis-seoane","necesita imagen",""
"807","Luisa Richter","1928-2015","1","luisa-richter","necesita imagen",""
"808","M. Delonder(Delondre)","","1","m-delonder-delondre","necesita imagen",""
"809","Mabel Rabellino","1929-","1","mabel-rabellino","necesita imagen",""
"810","Manuel Aguiar","1927-2024","1","manuel-aguiar","necesita imagen",""
"811","Manuel Blustein","1924-","1","manuel-blustein","necesita imagen",""
"812","Manuel Domínguez","1839-1906","1","manuel-dominguez","necesita imagen",""
"813","Manuel Fellguerez","1928-","1","manuel-fellguerez","necesita imagen",""
"814","Manuel García Gil","","1","manuel-garcia-gil","necesita imagen",""
"815","Manuel Millares","1926-1972","1","manuel-millares","necesita imagen",""
"816","Manuel Rivera","1927-1995","1","manuel-rivera","necesita imagen",""
"817","Manuel Viola","","1","manuel-viola","necesita imagen",""
"818","Marcel Abougit","1886-1935","1","marcel-abougit","necesita imagen",""
"819","Marcel Duchamp - Rrose Sélavy","","1","marcel-duchamp-rrose-selavy","necesita imagen",""
"820","Marcel Gromaire","1892-1971","1","marcel-gromaire","necesita imagen",""
"821","Marcel Paul Combellas","1906-2007","1","marcel-paul-combellas","necesita imagen",""
"822","Marcelo Legrand","1961-","1","marcelo-legrand","necesita imagen",""
"823","Marco López Lomba","1920-1970","1","marco-lopez-lomba","necesita imagen",""
"824","Marco Palma","1964-","1","marco-palma","necesita imagen",""
"825","Margaret Whyte","1936-","1","margaret-whyte","necesita imagen",""
"826","Margarita Risi de Garcia Salvo","1902-1984","1","margarita-risi-de-garcia-salvo","necesita imagen",""
"827","María Agustina Fernández","1985-","1","maria-agustina-fernandez","necesita imagen",""
"828","María del Carmen Mendiola de Carriquiry","1929-","1","maria-del-carmen-mendiola-de-carriquiry","necesita imagen",""
"829","María Elena Saint Romain","","1","maria-elena-saint-romain","necesita imagen",""
"830","María Renée Pujadas","1916-","1","maria-renee-pujadas","necesita imagen",""
"831","Mariano Calvis","1909-","1","mariano-calvis","necesita imagen",""
"832","Mariano Fortuny","1838-1874","1","mariano-fortuny","necesita imagen",""
"833","Mariano Pineda Matus","","1","mariano-pineda-matus","necesita imagen",""
"834","Mario Avati","1921-2009","1","mario-avati","necesita imagen",""
"835","Mario Benedetti","1938-","1","mario-benedetti","necesita imagen",""
"836","Mario Meneghin","1934-2011","1","mario-meneghin","necesita imagen",""
"837","Mario Radaelli","1882-1964","1","mario-radaelli","necesita imagen",""
"838","Mario Spallanzani","1935-2019","1","mario-spallanzani","necesita imagen",""
"839","Marisa Boullosa","1961-","1","marisa-boullosa","necesita imagen",""
"840","Marius Chambon","1876-1962","1","marius-chambon","necesita imagen",""
"841","Mariví Ugolino","1943-2024","1","marivi-ugolino","necesita imagen",""
"842","Marta Restuccia","1937-2025","1","marta-restuccia","necesita imagen",""
"843","Martín Chirino","1925-2019","1","martin-chirino","necesita imagen",""
"844","Martín Hugues","1809-","1","martin-hugues","necesita imagen",""
"845","Martín Mendizábal","1960-","1","martin-mendizabal","necesita imagen",""
"846","Martín Verges Rilla","1975-","1","martin-verges-rilla","necesita imagen",""
"847","Maruja Mallo","1910-1995","1","maruja-mallo","necesita imagen",""
"848","Matilde Luisa Castro","","1","matilde-luisa-castro","necesita imagen",""
"849","Matilde R. Parpal de Zorrilla","","1","matilde-r-parpal-de-zorrilla","necesita imagen",""
"850","Maurice Utrillo","1883-1955","1","maurice-utrillo","necesita imagen",""
"851","Maurice Vlaminck","1876-","1","maurice-vlaminck","necesita imagen",""
"852","Mauro Francini","1924-","1","mauro-francini","necesita imagen",""
"853","Miguel A. Di Paulo","","1","miguel-a-di-paulo","necesita imagen",""
"854","Miguel A. Guerra","1935-","1","miguel-a-guerra","necesita imagen",""
"855","Miguel Ángel Baccaro","1921-2006","1","miguel-angel-baccaro","necesita imagen",""
"856","Miguel Ángel Zelayeta","1929-2000","1","miguel-angel-zelayeta","necesita imagen",""
"857","Miguel Kohler-Jan","1929-2011","1","miguel-kohler-jan","necesita imagen",""
"858","Miguel Lussheimer","","1","miguel-lussheimer","necesita imagen",""
"859","Miguel Rienzi","1886-1953","1","miguel-rienzi","necesita imagen",""
"860","Miguel Viladrich","","1","miguel-viladrich","necesita imagen",""
"861","Milian","1914-1984","1","milian","necesita imagen",""
"862","Mimmo Paladino","1948-","1","mimmo-paladino","necesita imagen",""
"863","Mónica Mayer","1954-","1","monica-mayer","necesita imagen",""
"864","Mónica Saucedo","1966-","1","monica-saucedo","necesita imagen",""
"865","N. Depanuschi","","1","n-depanuschi","necesita imagen",""
"866","Narciso Malatesta","1835-1896","1","narciso-malatesta","necesita imagen",""
"867","Neder Costa","1915-1974","1","neder-costa","necesita imagen",""
"868","Nelly Corominas","1924-2013","1","nelly-corominas","necesita imagen",""
"869","Nelson R. Laguzzi","","1","nelson-r-laguzzi","necesita imagen",""
"870","Nemesio Antúnez","1918-1993","1","nemesio-antunez","necesita imagen",""
"871","Nicola López","1975-","1","nicola-lopez","necesita imagen",""
"872","Nicolas Auguste Hesse","1795-1869","1","nicolas-auguste-hesse","necesita imagen",""
"873","O.H.","","1","o-h","necesita imagen",""
"874","O.M. Rosello","","1","o-m-rosello","necesita imagen",""
"875","Octavio De Los Campos","1903-1994","1","octavio-de-los-campos","necesita imagen",""
"876","Ohannes Ounanian","1926-2015","1","ohannes-ounanian","necesita imagen",""
"877","Omero Capozzoli","1923-2001","1","omero-capozzoli","necesita imagen",""
"878","Orestes Acquarone (p) y otros (Grupo)","","1","orestes-acquarone-p-y-otros-grupo","necesita imagen","grupo o autoria colectiva"
"879","Oscar Bonilla","1947-","1","oscar-bonilla","necesita imagen",""
"880","Oscar Larroca","1962-","1","oscar-larroca","necesita imagen",""
"881","Oscar Loevenich","1904-","1","oscar-loevenich","necesita imagen",""
"882","Oscar Meraldi","1932-1979","1","oscar-meraldi","necesita imagen",""
"883","Oscar Rodríguez","-2012","1","oscar-rodriguez","necesita imagen",""
"884","Oscar Salgueiro","","1","oscar-salgueiro","necesita imagen",""
"885","Osmar Santos","1934-","1","osmar-santos","necesita imagen",""
"886","Osvaldo Teixeira","1905-1974","1","osvaldo-teixeira","necesita imagen",""
"887","Othon Friesz","1879-1949","1","othon-friesz","necesita imagen",""
"888","P. Canes","","1","p-canes","necesita imagen",""
"889","P. De Istria","","1","p-de-istria","necesita imagen",""
"890","Pablo Atchugarry","1954-","1","pablo-atchugarry","necesita imagen",""
"891","Pablo Emilio León Perboyre","1851-1929","1","pablo-emilio-leon-perboyre","necesita imagen",""
"892","Pablo Pedro Emiot","1887-1950","1","pablo-pedro-emiot","necesita imagen",""
"893","Pacheco Fernández","","1","pacheco-fernandez","necesita imagen",""
"894","Paola Monzillo","1986-","1","paola-monzillo","necesita imagen",""
"895","Paolo Caliario Veronese [Atribuido a]","","1","paolo-caliario-veronese-atribuido-a","necesita imagen",""
"896","Particio Nin y Pablo Ríos","","1","particio-nin-y-pablo-rios","necesita imagen",""
"897","Patrícia Córdoba","1973-","1","patricia-cordoba","necesita imagen",""
"898","Paul Cézanne","1839-1906","1","paul-cezanne","necesita imagen",""
"899","Paul Gervais","1859-1944","1","paul-gervais","necesita imagen",""
"900","Paul Klee","1879-1940","1","paul-klee","necesita imagen",""
"901","Paul Signac","1863-1935","1","paul-signac","necesita imagen",""
"902","Pedro César Costa Beltrán","1935-","1","pedro-cesar-costa-beltran","necesita imagen",""
"903","Pedro Prado","1886-1952","1","pedro-prado","necesita imagen",""
"904","Pedro Sánchez","1903-","1","pedro-sanchez","necesita imagen",""
"905","Pedro Valenzani","1837-1899","1","pedro-valenzani","necesita imagen",""
"906","Per Anderson","1946-","1","per-anderson","necesita imagen",""
"907","Peter Alfred Gross","1849-1914","1","peter-alfred-gross","necesita imagen",""
"908","Philip Leslie Hale","1865-1931","1","philip-leslie-hale","necesita imagen",""
"909","Philippe Ramette","1961-","1","philippe-ramette","necesita imagen",""
"910","Pier Buraglio","1939-","1","pier-buraglio","necesita imagen",""
"911","Piero Marussig","1879-1937","1","piero-marussig","necesita imagen",""
"912","Pierre Albert Marquet","1875-1947","1","pierre-albert-marquet","necesita imagen",""
"913","Pierre Auguste Renoir","1841-1919","1","pierre-auguste-renoir","necesita imagen",""
"914","Pierre-Joseph Dedreux-Dorcy","1789-1874","1","pierre-joseph-dedreux-dorcy","necesita imagen",""
"915","Pieter Momper","1607-","1","pieter-momper","necesita imagen",""
"916","Pietro Da Cortona [Atribuido a]","1596-1669","1","pietro-da-cortona-atribuido-a","necesita imagen",""
"917","Pilar Bordes","1948-","1","pilar-bordes","necesita imagen",""
"918","Pilar González","1955-","1","pilar-gonzalez","necesita imagen",""
"919","Pío Collivadino","1869-1945","1","pio-collivadino","necesita imagen",""
"920","R. Araza","1889-","1","r-araza","necesita imagen",""
"921","Rafael Mandelzweig","1908-1956","1","rafael-mandelzweig","necesita imagen",""
"922","Rafael Ruiz Moreno","1969-","1","rafael-ruiz-moreno","necesita imagen",""
"923","Raoul Dufy","1877-1953","1","raoul-dufy","necesita imagen",""
"924","Raquel Aliseris Bernadá de Labaure-Casaravilla","1923-1986","1","raquel-aliseris-bernada-de-labaure-casaravilla","necesita imagen",""
"925","Raquel Orzuj","1939-2018","1","raquel-orzuj","necesita imagen",""
"926","Raúl Eberhard Oyarzún","1955-","1","raul-eberhard-oyarzun","necesita imagen",""
"927","Raúl Herrera","1941-","1","raul-herrera","necesita imagen",""
"928","Raymond Mason","1922-2010","1","raymond-mason","necesita imagen",""
"929","Raymundo Sesma","1954-","1","raymundo-sesma","necesita imagen",""
"930","René Derouin","1936-","1","rene-derouin","necesita imagen",""
"931","René Portocarrero","1912-1985","1","rene-portocarrero","necesita imagen",""
"932","Renée Geille Castro de Sayagués Lasso","1882-1959","1","renee-geille-castro-de-sayagues-lasso","necesita imagen",""
"933","Ricardo Urgell","1873-1924","1","ricardo-urgell","necesita imagen",""
"934","Rito Velazco Santander","","1","rito-velazco-santander","necesita imagen",""
"935","Robert Vandereycken","1933-","1","robert-vandereycken","necesita imagen",""
"936","Roberto Fernández Gabbiani","1930-","1","roberto-fernandez-gabbiani","necesita imagen",""
"937","Roberto Morassi","1918-2010","1","roberto-morassi","necesita imagen",""
"938","Roberto Rowley Mendes","1867-1942","1","roberto-rowley-mendes","necesita imagen",""
"939","Roberto Turnbull","1959-","1","roberto-turnbull","necesita imagen",""
"940","Rodolfo J.E. Kliche","1911-2007","1","rodolfo-j-e-kliche","necesita imagen",""
"941","Roger von Gunten","1933-","1","roger-von-gunten","necesita imagen",""
"942","Rolando Rojas","1970-","1","rolando-rojas","necesita imagen",""
"943","Rómulo Macció","1931-2016","1","romulo-maccio","necesita imagen",""
"944","Ronaldo San Martín","","1","ronaldo-san-martin","necesita imagen",""
"945","Ruben Maya","1964-","1","ruben-maya","necesita imagen",""
"946","Rubens Tosi Velazco","","1","rubens-tosi-velazco","necesita imagen",""
"947","Salvador Sánchez Barbudo","1857-1917","1","salvador-sanchez-barbudo","necesita imagen",""
"948","Sansón Flexor","1907-1971","1","sanson-flexor","necesita imagen",""
"949","Santiago Arturo Castilla","","1","santiago-arturo-castilla","necesita imagen",""
"950","Santiago Francis Swebach","1769-1823","1","santiago-francis-swebach","necesita imagen",""
"951","Santiago Rebolledo","1951-2020","1","santiago-rebolledo","necesita imagen",""
"952","Santiago Velazco","1976-","1","santiago-velazco","necesita imagen",""
"953","Sara Acevedo de Capurro","1922-1997","1","sara-acevedo-de-capurro","necesita imagen",""
"954","Saúl Villa","1958-","1","saul-villa","necesita imagen",""
"955","Segrelles","1885-1969","1","segrelles","necesita imagen",""
"956","Selva Delgado de Doll","","1","selva-delgado-de-doll","necesita imagen",""
"957","Sergio Álvarez Frugoni","1947-","1","sergio-alvarez-frugoni","necesita imagen",""
"958","Sergio Gutiérrez","1927-","1","sergio-gutierrez","necesita imagen",""
"959","Shizuka Onda","1936-","1","shizuka-onda","necesita imagen",""
"960","Sien De Malines","","1","sien-de-malines","necesita imagen",""
"961","Sonia Delaunay","1889-1979","1","sonia-delaunay","necesita imagen",""
"962","Susana Turiansky","1924-2002","1","susana-turiansky","necesita imagen",""
"963","Suzanne Valadon","1865-1938","1","suzanne-valadon","necesita imagen",""
"964","Tamir Marras","","1","tamir-marras","necesita imagen",""
"965","Teodoro A. Bourse Herrera","1914-1997","1","teodoro-a-bourse-herrera","necesita imagen",""
"966","Teresa Puppo","1952-","1","teresa-puppo","necesita imagen",""
"967","Terumi Moriyama","1969-","1","terumi-moriyama","necesita imagen",""
"968","Théodore Auguste Fisquet","1813-1890","1","theodore-auguste-fisquet","necesita imagen",""
"969","Théodore Salmon","1811-1876","1","theodore-salmon","necesita imagen",""
"970","Théophile Alexandre Steinlen","1859-1923","1","theophile-alexandre-steinlen","necesita imagen",""
"971","Thomas Van Apshoven","1622-1664","1","thomas-van-apshoven","necesita imagen",""
"972","Tomás Pineda Matus","1968-","1","tomas-pineda-matus","necesita imagen",""
"973","Trobo y Trobo (Grupo)","","1","trobo-y-trobo-grupo","necesita imagen","grupo o autoria colectiva"
"974","Uhagon","1900-","1","uhagon","necesita imagen",""
"975","Vago o Survage","","1","vago-o-survage","necesita imagen",""
"976","Valiente Manuel Ortiz","1918-","1","valiente-manuel-ortiz","necesita imagen",""
"977","Varela, Fernando","","1","varela-fernando","necesita imagen",""
"978","Vicente Hugo Guidobono","1906-1997","1","vicente-hugo-guidobono","necesita imagen",""
"979","Vicente Morelli","1885-1962","1","vicente-morelli","necesita imagen",""
"980","Victor Emile Cartier","1811-1866","1","victor-emile-cartier","necesita imagen",""
"981","Víctor Marie Félix Danvin","1802-1842","1","victor-marie-felix-danvin","necesita imagen",""
"982","Vincenzo Volpe","1855-1929","1","vincenzo-volpe","necesita imagen",""
"983","Viqueira J.","","1","viqueira-j","necesita imagen",""
"984","Virgilio Ripari","1846-","1","virgilio-ripari","necesita imagen",""
"985","Vito Dieci","","1","vito-dieci","necesita imagen",""
"986","W. Dernez ( o Derner )","","1","w-dernez-o-derner","necesita imagen",""
"987","Walasse Ting","1929-2010","1","walasse-ting","necesita imagen",""
"988","Walter Molinell","","1","walter-molinell","necesita imagen",""
"989","Waltércio Caldas","1946-","1","waltercio-caldas","necesita imagen",""
"990","Wassily Kandinsky","1866-1944","1","wassily-kandinsky","necesita imagen",""
"991","Wifredo Lam","1902-1982","1","wifredo-lam","necesita imagen",""
"992","Willy Marchand","1912-1975","1","willy-marchand","necesita imagen",""
"993","Wilmar Pereira Aranguiz","1938-","1","wilmar-pereira-aranguiz","necesita imagen",""
"994","Yamandú Sánchez","1927-2000","1","yamandu-sanchez","necesita imagen",""
"995","Yamandú Siciliano","1927-","1","yamandu-siciliano","necesita imagen",""
"996","Yenia Dumnova","1921-2000","1","yenia-dumnova","necesita imagen",""
"997","Zamorano, Ricardo","1924-2020","1","zamorano-ricardo","necesita imagen",""
